Nom du jeu,Code emission,N° livret,N° du colis,Date de réception,Date d'activation,Date statut vendu,Date relevé d'opération,N° relevé d'opération
MAXI MOTS CROISÉS,67303,1486586,704042568,2022-07-14 00:00:00,2022-08-06 00:00:00,2022-08-08 00:00:00,2022-08-15 00:00:00,04D2813342022066
SUPER 10 OU 200,66804,1394672,704042567,2022-07-14 00:00:00,2022-08-06 00:00:00,2022-08-07 00:00:00,2022-08-15 00:00:00,04D2813342022066
SUPER 10 OU 200,66804,2554519,704107274,2022-07-30 00:00:00,2022-08-06 00:00:00,2022-08-08 00:00:00,2022-08-15 00:00:00,04D2813342022066
X20,14801,686134,704042568,2022-07-14 00:00:00,2022-08-06 00:00:00,2022-08-07 00:00:00,2022-08-15 00:00:00,04D2813342022066
CASH,14001,5491213,704042567,2022-07-14 00:00:00,2022-08-05 00:00:00,2022-08-07 00:00:00,2022-08-15 00:00:00,04D2813342022066
JACKPOT,65902,5643936,704042569,2022-07-14 00:00:00,2022-08-05 00:00:00,2022-08-07 00:00:00,2022-08-15 00:00:00,04D2813342022066
MAXI MOTS CROISÉS,67303,1486585,704042568,2022-07-14 00:00:00,2022-08-05 00:00:00,2022-08-07 00:00:00,2022-08-15 00:00:00,04D2813342022066
MEGA MOTS CROISÉS,67403,411179,704042567,2022-07-14 00:00:00,2022-08-05 00:00:00,2022-08-07 00:00:00,2022-08-15 00:00:00,04D2813342022066
MOTS CROISÉS,67503,448409,704042569,2022-07-14 00:00:00,2022-08-05 00:00:00,2022-08-07 00:00:00,2022-08-15 00:00:00,04D2813342022066
SUPER 10 OU 200,66804,1394671,704042567,2022-07-14 00:00:00,2022-08-05 00:00:00,2022-08-07 00:00:00,2022-08-15 00:00:00,04D2813342022066
CASH,14001,5491212,704042567,2022-07-14 00:00:00,2022-08-04 00:00:00,2022-08-06 00:00:00,2022-08-15 00:00:00,04D2813342022066
JACKPOT,65902,5643935,704042569,2022-07-14 00:00:00,2022-08-04 00:00:00,2022-08-06 00:00:00,2022-08-15 00:00:00,04D2813342022066
MAXI MOTS CROISÉS,67303,910796,703994345,2022-07-01 00:00:00,2022-08-04 00:00:00,2022-08-05 00:00:00,2022-08-08 00:00:00,04D2813342022063
MAXI MOTS CROISÉS,67303,1486581,704042568,2022-07-14 00:00:00,2022-08-04 00:00:00,2022-08-06 00:00:00,2022-08-15 00:00:00,04D2813342022066
MEGA GOAL,69901,382125,704042569,2022-07-14 00:00:00,2022-08-04 00:00:00,2022-08-08 00:00:00,2022-08-15 00:00:00,04D2813342022066
MILLIONNAIRE,67101,5252384,704042567,2022-07-14 00:00:00,2022-08-04 00:00:00,2022-08-08 00:00:00,2022-08-15 00:00:00,04D2813342022066
MOTS CROISÉS,67503,448399,704042569,2022-07-14 00:00:00,2022-08-04 00:00:00,2022-08-06 00:00:00,2022-08-15 00:00:00,04D2813342022066
ROUTE DES VACANCES,78801,42194,704042569,2022-07-14 00:00:00,2022-08-04 00:00:00,2022-08-07 00:00:00,2022-08-08 00:00:00,04D2813342022063
SUPER 10 OU 200,66804,1394641,704042567,2022-07-14 00:00:00,2022-08-04 00:00:00,2022-08-05 00:00:00,2022-08-08 00:00:00,04D2813342022063
SUPER 10 OU 200,66804,1394648,704042567,2022-07-14 00:00:00,2022-08-04 00:00:00,2022-08-06 00:00:00,2022-08-15 00:00:00,04D2813342022066
X20,14801,686133,704042568,2022-07-14 00:00:00,2022-08-04 00:00:00,2022-08-06 00:00:00,2022-08-15 00:00:00,04D2813342022066
BANCO,88701,814877,703390985,2021-12-29 00:00:00,2022-08-03 00:00:00,2022-09-27 00:00:00,2022-10-03 00:00:00,04D2813342022076
CASH,14001,5491190,704042567,2022-07-14 00:00:00,2022-08-03 00:00:00,2022-08-04 00:00:00,2022-08-08 00:00:00,04D2813342022063
CASH,14001,5491206,704042567,2022-07-14 00:00:00,2022-08-03 00:00:00,2022-08-05 00:00:00,2022-08-08 00:00:00,04D2813342022063
MAXI MOTS CROISÉS,67303,910395,703994345,2022-07-01 00:00:00,2022-08-03 00:00:00,2022-08-04 00:00:00,2022-08-08 00:00:00,04D2813342022063
MAXI MOTS CROISÉS,67303,910795,703994345,2022-07-01 00:00:00,2022-08-03 00:00:00,2022-08-04 00:00:00,2022-08-08 00:00:00,04D2813342022063
MEGA MOTS CROISÉS,67403,411178,704042567,2022-07-14 00:00:00,2022-08-03 00:00:00,2022-08-06 00:00:00,2022-08-15 00:00:00,04D2813342022066
MOTS CROISÉS,67503,448323,704042569,2022-07-14 00:00:00,2022-08-03 00:00:00,2022-08-05 00:00:00,2022-08-08 00:00:00,04D2813342022063
SUPER 10 OU 200,66804,1394634,704042567,2022-07-14 00:00:00,2022-08-03 00:00:00,2022-08-04 00:00:00,2022-08-08 00:00:00,04D2813342022063
SUPER 10 OU 200,66804,1394635,704042567,2022-07-14 00:00:00,2022-08-03 00:00:00,2022-08-04 00:00:00,2022-08-08 00:00:00,04D2813342022063
X20,14801,686130,704042568,2022-07-14 00:00:00,2022-08-03 00:00:00,2022-08-04 00:00:00,2022-08-08 00:00:00,04D2813342022063
BLACK JACK,64706,1042641,703994346,2022-07-01 00:00:00,2022-08-01 00:00:00,2022-08-06 00:00:00,2022-08-15 00:00:00,04D2813342022066
CASH,14001,5491189,704042567,2022-07-14 00:00:00,2022-08-01 00:00:00,2022-08-04 00:00:00,2022-08-08 00:00:00,04D2813342022063
MAXI MOTS CROISÉS,67303,910394,703994345,2022-07-01 00:00:00,2022-08-01 00:00:00,2022-08-04 00:00:00,2022-08-08 00:00:00,04D2813342022063
MILLIONNAIRE,67101,5250627,704042567,2022-07-14 00:00:00,2022-08-01 00:00:00,2022-08-05 00:00:00,2022-08-08 00:00:00,04D2813342022063
ROUTE DES VACANCES,78801,42180,704042569,2022-07-14 00:00:00,2022-08-01 00:00:00,2022-08-02 00:00:00,2022-08-08 00:00:00,04D2813342022063
SUPER 10 OU 200,66804,1395087,704042568,2022-07-14 00:00:00,2022-08-01 00:00:00,2022-08-04 00:00:00,2022-08-08 00:00:00,04D2813342022063
MOTS CROISÉS,67503,411770,703994346,2022-07-01 00:00:00,2022-07-31 00:00:00,2022-08-04 00:00:00,2022-08-08 00:00:00,04D2813342022063
SUPER 10 OU 200,66804,1395085,704042568,2022-07-14 00:00:00,2022-07-31 00:00:00,2022-08-01 00:00:00,2022-08-08 00:00:00,04D2813342022063
SUPER 10 OU 200,66804,1395086,704042568,2022-07-14 00:00:00,2022-07-31 00:00:00,2022-08-02 00:00:00,2022-08-08 00:00:00,04D2813342022063
CASH,14001,5491182,704042567,2022-07-14 00:00:00,2022-07-30 00:00:00,2022-07-31 00:00:00,2022-08-08 00:00:00,04D2813342022063
CASH,14001,5491188,704042567,2022-07-14 00:00:00,2022-07-30 00:00:00,2022-08-02 00:00:00,2022-08-08 00:00:00,04D2813342022063
JACKPOT,65902,5643643,704042569,2022-07-14 00:00:00,2022-07-30 00:00:00,2022-08-04 00:00:00,2022-08-08 00:00:00,04D2813342022063
MAXI MOTS CROISÉS,67303,910393,703994345,2022-07-01 00:00:00,2022-07-30 00:00:00,2022-07-31 00:00:00,2022-08-08 00:00:00,04D2813342022063
MEGA MOTS CROISÉS,67403,411176,704042567,2022-07-14 00:00:00,2022-07-30 00:00:00,2022-07-31 00:00:00,2022-08-08 00:00:00,04D2813342022063
MEGA MOTS CROISÉS,67403,411177,704042567,2022-07-14 00:00:00,2022-07-30 00:00:00,2022-07-31 00:00:00,2022-08-08 00:00:00,04D2813342022063
SUPER 10 OU 200,66804,1395080,704042568,2022-07-14 00:00:00,2022-07-30 00:00:00,2022-07-31 00:00:00,2022-08-08 00:00:00,04D2813342022063
X20,14801,686129,704042568,2022-07-14 00:00:00,2022-07-30 00:00:00,2022-08-01 00:00:00,2022-08-08 00:00:00,04D2813342022063
CASH,14001,5491181,704042567,2022-07-14 00:00:00,2022-07-29 00:00:00,2022-07-31 00:00:00,2022-08-08 00:00:00,04D2813342022063
JACKPOT,65902,5456481,703994345,2022-07-01 00:00:00,2022-07-29 00:00:00,2022-07-31 00:00:00,2022-08-08 00:00:00,04D2813342022063
MAXI MOTS CROISÉS,67303,910392,703994345,2022-07-01 00:00:00,2022-07-29 00:00:00,2022-07-31 00:00:00,2022-08-08 00:00:00,04D2813342022063
MEGA MOTS CROISÉS,67403,411115,704042567,2022-07-14 00:00:00,2022-07-29 00:00:00,2022-07-31 00:00:00,2022-08-08 00:00:00,04D2813342022063
MEGA MOTS CROISÉS,67403,411140,704042567,2022-07-14 00:00:00,2022-07-29 00:00:00,2022-07-30 00:00:00,2022-08-08 00:00:00,04D2813342022063
SUPER 10 OU 200,66804,1395079,704042568,2022-07-14 00:00:00,2022-07-29 00:00:00,2022-07-30 00:00:00,2022-08-08 00:00:00,04D2813342022063
A PRENDRE OU A LAISSER,70301,2073573,703924767,2022-06-13 00:00:00,2022-07-28 00:00:00,2022-08-04 00:00:00,2022-08-08 00:00:00,04D2813342022063
CASH,14001,3898565,800502741,2022-07-01 00:00:00,2022-07-28 00:00:00,2022-07-29 00:00:00,2022-08-01 00:00:00,04D2813342022061
JACKPOT,65902,5456460,703994345,2022-07-01 00:00:00,2022-07-28 00:00:00,2022-07-29 00:00:00,2022-08-01 00:00:00,04D2813342022061
MEGA MOTS CROISÉS,67403,449615,703994345,2022-07-01 00:00:00,2022-07-28 00:00:00,2022-07-30 00:00:00,2022-08-08 00:00:00,04D2813342022063
MILLIONNAIRE,67101,5250626,704042567,2022-07-14 00:00:00,2022-07-28 00:00:00,2022-07-31 00:00:00,2022-08-08 00:00:00,04D2813342022063
MILLIONNAIRE,67101,5314862,703994345,2022-07-01 00:00:00,2022-07-28 00:00:00,2022-07-29 00:00:00,2022-08-01 00:00:00,04D2813342022061
SUPER 10 OU 200,66804,1395065,704042568,2022-07-14 00:00:00,2022-07-28 00:00:00,2022-07-30 00:00:00,2022-08-08 00:00:00,04D2813342022063
X20,14801,686128,704042568,2022-07-14 00:00:00,2022-07-28 00:00:00,2022-07-31 00:00:00,2022-08-08 00:00:00,04D2813342022063
MEGA MOTS CROISÉS,67403,449605,703994345,2022-07-01 00:00:00,2022-07-27 00:00:00,2022-07-29 00:00:00,2022-08-01 00:00:00,04D2813342022061
CASH,14001,3898557,800502741,2022-07-01 00:00:00,2022-07-25 00:00:00,2022-07-28 00:00:00,2022-08-01 00:00:00,04D2813342022061
GOAL,65401,4514368,703891660,2022-06-03 00:00:00,2022-07-25 00:00:00,2022-08-09 00:00:00,2022-08-15 00:00:00,04D2813342022066
SUPER 10 OU 200,66804,1395059,704042568,2022-07-14 00:00:00,2022-07-25 00:00:00,2022-07-28 00:00:00,2022-08-01 00:00:00,04D2813342022061
SUPER 10 OU 200,66804,1395066,704042568,2022-07-14 00:00:00,2022-07-25 00:00:00,2022-07-29 00:00:00,2022-08-01 00:00:00,04D2813342022061
CASH,14001,3898549,800502741,2022-07-01 00:00:00,2022-07-24 00:00:00,2022-07-26 00:00:00,2022-08-01 00:00:00,04D2813342022061
MAXI MOTS CROISÉS,67303,910385,703994345,2022-07-01 00:00:00,2022-07-24 00:00:00,2022-07-30 00:00:00,2022-08-08 00:00:00,04D2813342022063
MILLIONNAIRE,67101,5313553,703994345,2022-07-01 00:00:00,2022-07-24 00:00:00,2022-07-28 00:00:00,2022-08-01 00:00:00,04D2813342022061
MOTS CROISÉS,67503,411792,703994346,2022-07-01 00:00:00,2022-07-24 00:00:00,2022-08-01 00:00:00,2022-08-08 00:00:00,04D2813342022063
SUPER 10 OU 200,66804,1395058,704042568,2022-07-14 00:00:00,2022-07-24 00:00:00,2022-07-26 00:00:00,2022-08-01 00:00:00,04D2813342022061
X20,14801,686127,704042568,2022-07-14 00:00:00,2022-07-24 00:00:00,2022-07-28 00:00:00,2022-08-01 00:00:00,04D2813342022061
ASTRO,66402,1617840,800435479,2022-05-20 00:00:00,2022-07-23 00:00:00,2022-08-09 00:00:00,2022-08-15 00:00:00,04D2813342022066
CASH,14001,3898541,800502741,2022-07-01 00:00:00,2022-07-23 00:00:00,2022-07-25 00:00:00,2022-08-01 00:00:00,04D2813342022061
JACKPOT,65902,5456449,703994345,2022-07-01 00:00:00,2022-07-23 00:00:00,2022-07-28 00:00:00,2022-08-01 00:00:00,04D2813342022061
MILLIONNAIRE,67101,5313552,703994345,2022-07-01 00:00:00,2022-07-23 00:00:00,2022-07-25 00:00:00,2022-08-01 00:00:00,04D2813342022061
SOLITAIRE,67202,1055272,703994346,2022-07-01 00:00:00,2022-07-23 00:00:00,2022-08-05 00:00:00,2022-08-08 00:00:00,04D2813342022063
SUPER 10 OU 200,66804,2362413,703994345,2022-07-01 00:00:00,2022-07-23 00:00:00,2022-07-25 00:00:00,2022-08-01 00:00:00,04D2813342022061
X20,14801,686126,704042568,2022-07-14 00:00:00,2022-07-23 00:00:00,2022-07-25 00:00:00,2022-08-01 00:00:00,04D2813342022061
CASH,14001,3898524,800502741,2022-07-01 00:00:00,2022-07-22 00:00:00,2022-07-23 00:00:00,2022-08-01 00:00:00,04D2813342022061
CASH,14001,3898540,800502741,2022-07-01 00:00:00,2022-07-22 00:00:00,2022-07-24 00:00:00,2022-08-01 00:00:00,04D2813342022061
MAXI MOTS CROISÉS,67303,910383,703994345,2022-07-01 00:00:00,2022-07-22 00:00:00,2022-07-24 00:00:00,2022-08-01 00:00:00,04D2813342022061
MEGA MOTS CROISÉS,67403,449604,703994345,2022-07-01 00:00:00,2022-07-22 00:00:00,2022-07-26 00:00:00,2022-08-01 00:00:00,04D2813342022061
SUPER 10 OU 200,66804,2362412,703994345,2022-07-01 00:00:00,2022-07-22 00:00:00,2022-07-23 00:00:00,2022-08-01 00:00:00,04D2813342022061
CASH,14001,3898264,800502741,2022-07-01 00:00:00,2022-07-21 00:00:00,2022-07-22 00:00:00,2022-07-25 00:00:00,04D2813342022059
CASH,14001,3898516,800502741,2022-07-01 00:00:00,2022-07-21 00:00:00,2022-07-23 00:00:00,2022-08-01 00:00:00,04D2813342022061
MAXI MOTS CROISÉS,67303,910384,703994345,2022-07-01 00:00:00,2022-07-21 00:00:00,2022-07-22 00:00:00,2022-07-25 00:00:00,04D2813342022059
MEGA GOAL,69901,403003,703994346,2022-07-01 00:00:00,2022-07-21 00:00:00,2022-08-01 00:00:00,2022-08-08 00:00:00,04D2813342022063
MEGA MOTS CROISÉS,67403,449603,703994345,2022-07-01 00:00:00,2022-07-21 00:00:00,2022-07-23 00:00:00,2022-08-01 00:00:00,04D2813342022061
SUPER 10 OU 200,66804,2362411,703994345,2022-07-01 00:00:00,2022-07-21 00:00:00,2022-07-23 00:00:00,2022-08-01 00:00:00,04D2813342022061
VEGAS,63302,3864924,703994345,2022-07-01 00:00:00,2022-07-21 00:00:00,2022-08-02 00:00:00,2022-08-08 00:00:00,04D2813342022063
CASH,14001,3898263,800502741,2022-07-01 00:00:00,2022-07-20 00:00:00,2022-07-22 00:00:00,2022-07-25 00:00:00,04D2813342022059
JACKPOT,65902,5456448,703994345,2022-07-01 00:00:00,2022-07-20 00:00:00,2022-07-24 00:00:00,2022-08-01 00:00:00,04D2813342022061
MAXI MOTS CROISÉS,67303,910375,703994345,2022-07-01 00:00:00,2022-07-20 00:00:00,2022-07-21 00:00:00,2022-07-25 00:00:00,04D2813342022059
MEGA MOTS CROISÉS,67403,449590,703994345,2022-07-01 00:00:00,2022-07-20 00:00:00,2022-07-21 00:00:00,2022-07-25 00:00:00,04D2813342022059
SUPER 10 OU 200,66804,2362410,703994345,2022-07-01 00:00:00,2022-07-20 00:00:00,2022-07-22 00:00:00,2022-07-25 00:00:00,04D2813342022059
X20,14801,546324,800502741,2022-07-01 00:00:00,2022-07-20 00:00:00,2022-07-24 00:00:00,2022-08-01 00:00:00,04D2813342022061
CASH,14001,3898239,800502741,2022-07-01 00:00:00,2022-07-18 00:00:00,2022-07-19 00:00:00,2022-07-25 00:00:00,04D2813342022059
CASH,14001,3898256,800502741,2022-07-01 00:00:00,2022-07-18 00:00:00,2022-07-21 00:00:00,2022-07-25 00:00:00,04D2813342022059
Coup Double,88801,2109756,703891660,2022-06-03 00:00:00,2022-07-18 00:00:00,2022-07-23 00:00:00,2022-07-25 00:00:00,04D2813342022059
MAXI MOTS CROISÉS,67303,910382,703994345,2022-07-01 00:00:00,2022-07-18 00:00:00,2022-07-19 00:00:00,2022-07-25 00:00:00,04D2813342022059
MEGA MOTS CROISÉS,67403,449580,703994345,2022-07-01 00:00:00,2022-07-18 00:00:00,2022-07-19 00:00:00,2022-07-25 00:00:00,04D2813342022059
MILLIONNAIRE,67101,5313543,703994345,2022-07-01 00:00:00,2022-07-18 00:00:00,2022-07-23 00:00:00,2022-08-01 00:00:00,04D2813342022061
PACTOLE,63903,2575069,800435480,2022-05-20 00:00:00,2022-07-18 00:00:00,2022-08-01 00:00:00,2022-08-08 00:00:00,04D2813342022063
SUPER 10 OU 200,66804,2362409,703994345,2022-07-01 00:00:00,2022-07-18 00:00:00,2022-07-21 00:00:00,2022-07-25 00:00:00,04D2813342022059
X10,14901,353191,800493400,2022-06-17 00:00:00,2022-07-18 00:00:00,2022-08-01 00:00:00,2022-08-08 00:00:00,04D2813342022063
CASH,14001,3898231,800502741,2022-07-01 00:00:00,2022-07-17 00:00:00,2022-07-19 00:00:00,2022-07-25 00:00:00,04D2813342022059
MOTS CROISÉS,67503,93348,703891660,2022-06-03 00:00:00,2022-07-17 00:00:00,2022-07-22 00:00:00,2022-07-25 00:00:00,04D2813342022059
SUPER 10 OU 200,66804,2362403,703994345,2022-07-01 00:00:00,2022-07-17 00:00:00,2022-07-19 00:00:00,2022-07-25 00:00:00,04D2813342022059
CASH,14001,3898219,800502741,2022-07-01 00:00:00,2022-07-16 00:00:00,2022-07-17 00:00:00,2022-07-18 00:00:00,04D2813342022057
JACKPOT,65902,5435364,703994345,2022-07-01 00:00:00,2022-07-16 00:00:00,2022-07-21 00:00:00,2022-07-25 00:00:00,04D2813342022059
MAXI MOTS CROISÉS,67303,910374,703994345,2022-07-01 00:00:00,2022-07-16 00:00:00,2022-07-19 00:00:00,2022-07-25 00:00:00,04D2813342022059
SUPER 10 OU 200,66804,2362402,703994345,2022-07-01 00:00:00,2022-07-16 00:00:00,2022-07-18 00:00:00,2022-07-25 00:00:00,04D2813342022059
X20,14801,546323,800502741,2022-07-01 00:00:00,2022-07-16 00:00:00,2022-07-21 00:00:00,2022-07-25 00:00:00,04D2813342022059
CASH,14001,3898218,800502741,2022-07-01 00:00:00,2022-07-15 00:00:00,2022-07-17 00:00:00,2022-07-18 00:00:00,04D2813342022057
MAXI GOAL,65302,2296009,800435480,2022-05-20 00:00:00,2022-07-15 00:00:00,2022-09-01 00:00:00,2022-09-05 00:00:00,04D2813342022068
MAXI MOTS CROISÉS,67303,910373,703994345,2022-07-01 00:00:00,2022-07-15 00:00:00,2022-07-16 00:00:00,2022-07-18 00:00:00,04D2813342022057
MILLIONNAIRE,67101,5313518,703994345,2022-07-01 00:00:00,2022-07-15 00:00:00,2022-07-19 00:00:00,2022-07-25 00:00:00,04D2813342022059
SUPER 10 OU 200,66804,2362394,703994345,2022-07-01 00:00:00,2022-07-15 00:00:00,2022-07-16 00:00:00,2022-07-18 00:00:00,04D2813342022057
SUPER 10 OU 200,66804,2362395,703994345,2022-07-01 00:00:00,2022-07-15 00:00:00,2022-07-17 00:00:00,2022-07-18 00:00:00,04D2813342022057
X20,14801,546318,800502741,2022-07-01 00:00:00,2022-07-15 00:00:00,2022-07-16 00:00:00,2022-07-18 00:00:00,04D2813342022057
CASH,14001,3898216,800502741,2022-07-01 00:00:00,2022-07-14 00:00:00,2022-07-16 00:00:00,2022-07-18 00:00:00,04D2813342022057
Coup Double,88801,2109755,703891660,2022-06-03 00:00:00,2022-07-14 00:00:00,2022-07-19 00:00:00,2022-07-25 00:00:00,04D2813342022059
JACKPOT,65902,5377337,703945352,2022-06-17 00:00:00,2022-07-14 00:00:00,2022-07-16 00:00:00,2022-07-18 00:00:00,04D2813342022057
SUPER 10 OU 200,66804,2362078,703994345,2022-07-01 00:00:00,2022-07-14 00:00:00,2022-07-15 00:00:00,2022-07-18 00:00:00,04D2813342022057
CASH,14001,4584529,703945351,2022-06-17 00:00:00,2022-07-13 00:00:00,2022-07-15 00:00:00,2022-07-18 00:00:00,04D2813342022057
MEGA MOTS CROISÉS,67403,449579,703994345,2022-07-01 00:00:00,2022-07-13 00:00:00,2022-07-19 00:00:00,2022-07-25 00:00:00,04D2813342022059
MOTS CROISÉS,67503,93344,703891660,2022-06-03 00:00:00,2022-07-13 00:00:00,2022-07-16 00:00:00,2022-07-18 00:00:00,04D2813342022057
NUMÉRO FÉTICHE,64402,2244783,703390985,2021-12-29 00:00:00,2022-07-13 00:00:00,2022-09-14 00:00:00,2022-09-19 00:00:00,04D2813342022073
SUPER 10 OU 200,66804,2362077,703994345,2022-07-01 00:00:00,2022-07-13 00:00:00,2022-07-15 00:00:00,2022-07-18 00:00:00,04D2813342022057
X10,14901,155791,800502741,2022-07-01 00:00:00,2022-07-13 00:00:00,2022-07-21 00:00:00,2022-07-25 00:00:00,04D2813342022059
CASH,14001,4584524,703945351,2022-06-17 00:00:00,2022-07-11 00:00:00,2022-07-12 00:00:00,2022-07-18 00:00:00,04D2813342022057
CASH,14001,4584528,703945351,2022-06-17 00:00:00,2022-07-11 00:00:00,2022-07-14 00:00:00,2022-07-18 00:00:00,04D2813342022057
MAXI MOTS CROISÉS,67303,910372,703994345,2022-07-01 00:00:00,2022-07-11 00:00:00,2022-07-14 00:00:00,2022-07-18 00:00:00,04D2813342022057
MEGA GOAL,69901,959556,800435479,2022-05-20 00:00:00,2022-07-11 00:00:00,2022-07-14 00:00:00,2022-07-18 00:00:00,04D2813342022057
MEGA MOTS CROISÉS,67403,432162,703983900,2022-06-29 00:00:00,2022-07-11 00:00:00,2022-07-12 00:00:00,2022-07-18 00:00:00,04D2813342022057
MEGA MOTS CROISÉS,67403,432163,703983900,2022-06-29 00:00:00,2022-07-11 00:00:00,2022-07-12 00:00:00,2022-07-18 00:00:00,04D2813342022057
MEGA MOTS CROISÉS,67403,449575,703994345,2022-07-01 00:00:00,2022-07-11 00:00:00,2022-07-12 00:00:00,2022-07-18 00:00:00,04D2813342022057
MEGA MOTS CROISÉS,67403,449577,703994345,2022-07-01 00:00:00,2022-07-11 00:00:00,2022-07-12 00:00:00,2022-07-18 00:00:00,04D2813342022057
MEGA MOTS CROISÉS,67403,449578,703994345,2022-07-01 00:00:00,2022-07-11 00:00:00,2022-07-12 00:00:00,2022-07-18 00:00:00,04D2813342022057
MILLIONNAIRE,67101,5300558,703983900,2022-06-29 00:00:00,2022-07-11 00:00:00,2022-07-12 00:00:00,2022-07-18 00:00:00,04D2813342022057
MILLIONNAIRE,67101,5300570,703983900,2022-06-29 00:00:00,2022-07-11 00:00:00,2022-07-14 00:00:00,2022-07-18 00:00:00,04D2813342022057
SUPER 10 OU 200,66804,1369806,703945351,2022-06-17 00:00:00,2022-07-11 00:00:00,2022-07-12 00:00:00,2022-07-18 00:00:00,04D2813342022057
X20,14801,546312,800502741,2022-07-01 00:00:00,2022-07-11 00:00:00,2022-07-15 00:00:00,2022-07-18 00:00:00,04D2813342022057
AS DE COEUR,14701,291638,703924767,2022-06-13 00:00:00,2022-07-10 00:00:00,2022-07-16 00:00:00,2022-07-18 00:00:00,04D2813342022057
BLACK JACK,64706,361897,703891660,2022-06-03 00:00:00,2022-07-10 00:00:00,2022-07-21 00:00:00,2022-07-25 00:00:00,04D2813342022059
CASH,14001,4584523,703945351,2022-06-17 00:00:00,2022-07-10 00:00:00,2022-07-11 00:00:00,2022-07-18 00:00:00,04D2813342022057
JACKPOT,65902,5377329,703945352,2022-06-17 00:00:00,2022-07-10 00:00:00,2022-07-15 00:00:00,2022-07-18 00:00:00,04D2813342022057
JUNGLE DES MYSTERES,69201,368265,800367592,2022-04-08 00:00:00,2022-07-10 00:00:00,2022-07-31 00:00:00,2022-08-01 00:00:00,04D2813342022061
MAXI MOTS CROISÉS,67303,910367,703994345,2022-07-01 00:00:00,2022-07-10 00:00:00,2022-07-12 00:00:00,2022-07-18 00:00:00,04D2813342022057
SUPER 10 OU 200,66804,1369805,703945351,2022-06-17 00:00:00,2022-07-10 00:00:00,2022-07-12 00:00:00,2022-07-18 00:00:00,04D2813342022057
CASH,14001,4584222,703945351,2022-06-17 00:00:00,2022-07-09 00:00:00,2022-07-10 00:00:00,2022-07-11 00:00:00,04D2813342022055
LA GROSSE ROUE,68501,102363,702462503,2021-05-19 00:00:00,2022-07-09 00:00:00,,,
CASH,14001,4584209,703945351,2022-06-17 00:00:00,2022-07-08 00:00:00,2022-07-09 00:00:00,2022-07-11 00:00:00,04D2813342022055
CASH,14001,4584221,703945351,2022-06-17 00:00:00,2022-07-08 00:00:00,2022-07-10 00:00:00,2022-07-11 00:00:00,04D2813342022055
JACKPOT,65902,5377321,703945352,2022-06-17 00:00:00,2022-07-08 00:00:00,2022-07-10 00:00:00,2022-07-11 00:00:00,04D2813342022055
MAXI MOTS CROISÉS,67303,845834,703945351,2022-06-17 00:00:00,2022-07-08 00:00:00,2022-07-10 00:00:00,2022-07-11 00:00:00,04D2813342022055
MEGA MOTS CROISÉS,67403,432161,703983900,2022-06-29 00:00:00,2022-07-08 00:00:00,2022-07-09 00:00:00,2022-07-11 00:00:00,04D2813342022055
MOTS CROISÉS,67503,93337,703891660,2022-06-03 00:00:00,2022-07-08 00:00:00,2022-07-11 00:00:00,2022-07-18 00:00:00,04D2813342022057
SUPER 10 OU 200,66804,1369780,703945351,2022-06-17 00:00:00,2022-07-08 00:00:00,2022-07-09 00:00:00,2022-07-11 00:00:00,04D2813342022055
SUPER 10 OU 200,66804,1369781,703945351,2022-06-17 00:00:00,2022-07-08 00:00:00,2022-07-10 00:00:00,2022-07-11 00:00:00,04D2813342022055
X20,14801,546301,800502741,2022-07-01 00:00:00,2022-07-08 00:00:00,2022-07-11 00:00:00,2022-07-18 00:00:00,04D2813342022057
A PRENDRE OU A LAISSER,70301,2088880,703891660,2022-06-03 00:00:00,2022-07-07 00:00:00,2022-07-12 00:00:00,2022-07-18 00:00:00,04D2813342022057
CASH,14001,4584208,703945351,2022-06-17 00:00:00,2022-07-07 00:00:00,2022-07-08 00:00:00,2022-07-11 00:00:00,04D2813342022055
Coup Double,88801,2109754,703891660,2022-06-03 00:00:00,2022-07-07 00:00:00,2022-07-10 00:00:00,2022-07-11 00:00:00,04D2813342022055
MAXI MOTS CROISÉS,67303,845833,703945351,2022-06-17 00:00:00,2022-07-07 00:00:00,2022-07-09 00:00:00,2022-07-11 00:00:00,04D2813342022055
MEGA MOTS CROISÉS,67403,432151,703983900,2022-06-29 00:00:00,2022-07-07 00:00:00,2022-07-09 00:00:00,2022-07-11 00:00:00,04D2813342022055
MILLIONNAIRE,67101,5300541,703983900,2022-06-29 00:00:00,2022-07-07 00:00:00,2022-07-10 00:00:00,2022-07-11 00:00:00,04D2813342022055
SUPER 10 OU 200,66804,2362076,703994345,2022-07-01 00:00:00,2022-07-07 00:00:00,2022-07-08 00:00:00,2022-07-11 00:00:00,04D2813342022055
VEGAS,63302,4086980,800435480,2022-05-20 00:00:00,2022-07-07 00:00:00,2022-07-14 00:00:00,2022-07-18 00:00:00,04D2813342022057
CASH,14001,4584183,703945351,2022-06-17 00:00:00,2022-07-06 00:00:00,2022-07-08 00:00:00,2022-07-11 00:00:00,04D2813342022055
MAXI MOTS CROISÉS,67303,845822,703945351,2022-06-17 00:00:00,2022-07-06 00:00:00,2022-07-08 00:00:00,2022-07-11 00:00:00,04D2813342022055
